1	1	4977
2	1	4767
3	1	4689
4	1	4715
5	1	4605
6	1	4625
7	1	4795
8	1	5077
9	1	5173
10	1	5193
11	1	5245
12	1	5157
13	1	5179
14	1	5143
15	1	5175
16	1	5075
17	1	5069
18	1	5023
19	1	5117
20	1	4977
21	1	4905
22	1	4919
23	1	4919
24	1	4925
25	1	4883
26	1	4819
27	1	4827
28	1	4781
29	1	4761
30	1	4741
31	1	4745
32	1	4779
33	1	4803
34	1	4719
35	1	4639
36	1	4593
37	1	4569
38	1	4579
39	1	4593
40	1	4591
41	1	4609
42	1	4647
43	1	4819
44	1	4875
45	1	4927
46	1	4893
47	1	4851
48	1	4829
49	1	4851
50	1	4957
51	1	4969
52	1	4941
53	1	4917
54	1	4825
55	1	4937
56	1	4879
57	1	4839
58	1	4801
59	1	4845
60	1	4769
61	1	4685
62	1	4619
63	1	4509
64	1	4463
65	1	4427
66	1	4451
67	1	4491
68	1	4533
69	1	4575
70	1	4613
71	1	4635
72	1	4659
73	1	4677
74	1	4693
75	1	4687
76	1	4665
77	1	4641
78	1	4611
79	1	4583
80	1	4563
81	1	4539
82	1	4533
83	1	4549
84	1	4535
85	1	4527
86	1	4517
87	1	4501
88	1	4489
89	1	4483
90	1	4481
91	1	4475
92	1	4471
93	1	4469
94	1	4469
95	1	4471
96	1	4477
97	1	4485
98	1	4493
99	1	4501
100	1	4517
101	1	4533
102	1	4555
103	1	4587
104	1	4625
105	1	4645
106	1	4665
107	1	4641
108	1	4611
109	1	4583
110	1	4587
111	1	4639
112	1	4719
113	1	4911
114	1	4903
115	1	4807
116	1	4751
117	1	4715
118	1	4691
119	1	4677
120	1	4633
121	1	4605
1	2	4647
2	2	4577
3	2	4569
4	2	4571
5	2	4675
6	2	4613
7	2	4723
8	2	4827
9	2	4893
10	2	5061
11	2	5313
12	2	5247
13	2	5193
14	2	5073
15	2	4959
16	2	4995
17	2	5043
18	2	4933
19	2	4945
20	2	4855
21	2	4893
22	2	4965
23	2	5069
24	2	5007
25	2	4909
26	2	4867
27	2	4819
28	2	4801
29	2	4801
30	2	4761
31	2	4773
32	2	4833
33	2	4765
34	2	4637
35	2	4597
36	2	4581
37	2	4611
38	2	4647
39	2	4663
40	2	4675
41	2	4701
42	2	4747
43	2	4803
44	2	4871
45	2	4979
46	2	4951
47	2	4917
48	2	4845
49	2	4875
50	2	4993
51	2	4917
52	2	4989
53	2	4869
54	2	4795
55	2	4887
56	2	4949
57	2	4775
58	2	4801
59	2	4835
60	2	4727
61	2	4727
62	2	4641
63	2	4511
64	2	4455
65	2	4435
66	2	4459
67	2	4473
68	2	4509
69	2	4545
70	2	4577
71	2	4603
72	2	4625
73	2	4643
74	2	4655
75	2	4649
76	2	4631
77	2	4611
78	2	4591
79	2	4567
80	2	4549
81	2	4525
82	2	4515
83	2	4507
84	2	4509
85	2	4511
86	2	4501
87	2	4487
88	2	4473
89	2	4469
90	2	4469
91	2	4469
92	2	4469
93	2	4469
94	2	4471
95	2	4477
96	2	4485
97	2	4497
98	2	4505
99	2	4515
100	2	4531
101	2	4553
102	2	4579
103	2	4617
104	2	4663
105	2	4693
106	2	4701
107	2	4683
108	2	4655
109	2	4621
110	2	4583
111	2	4603
112	2	4659
113	2	4755
114	2	4883
115	2	4829
116	2	4767
117	2	4723
118	2	4691
119	2	4673
120	2	4625
121	2	4573
1	3	4559
2	3	4539
3	3	4673
4	3	4799
5	3	4981
6	3	4911
7	3	4761
8	3	4811
9	3	4755
10	3	4843
11	3	5145
12	3	5067
13	3	5081
14	3	5045
15	3	4967
16	3	4935
17	3	4951
18	3	4879
19	3	4859
20	3	4861
21	3	4943
22	3	5109
23	3	5181
24	3	5031
25	3	4935
26	3	4859
27	3	4829
28	3	4851
29	3	4833
30	3	4819
31	3	4837
32	3	4827
33	3	4699
34	3	4639
35	3	4611
36	3	4611
37	3	4683
38	3	4791
39	3	4819
40	3	4873
41	3	4815
42	3	4763
43	3	4889
44	3	4915
45	3	4997
46	3	4989
47	3	4931
48	3	4815
49	3	4829
50	3	4997
51	3	4907
52	3	4931
53	3	4953
54	3	4789
55	3	4843
56	3	4945
57	3	4807
58	3	4719
59	3	4803
60	3	4663
61	3	4577
62	3	4521
63	3	4471
64	3	4435
65	3	4423
66	3	4449
67	3	4483
68	3	4521
69	3	4539
70	3	4555
71	3	4581
72	3	4615
73	3	4635
74	3	4657
75	3	4659
76	3	4639
77	3	4607
78	3	4579
79	3	4585
80	3	4583
81	3	4537
82	3	4511
83	3	4495
84	3	4493
85	3	4495
86	3	4489
87	3	4475
88	3	4469
89	3	4469
90	3	4469
91	3	4469
92	3	4473
93	3	4475
94	3	4481
95	3	4485
96	3	4495
97	3	4507
98	3	4519
99	3	4527
100	3	4549
101	3	4573
102	3	4601
103	3	4637
104	3	4695
105	3	4773
106	3	4781
107	3	4763
108	3	4725
109	3	4679
110	3	4631
111	3	4597
112	3	4643
113	3	4709
114	3	4769
115	3	4803
116	3	4765
117	3	4721
118	3	4683
119	3	4627
120	3	4575
121	3	4543
1	4	4571
2	4	4669
3	4	4771
4	4	5119
5	4	5229
6	4	5271
7	4	4977
8	4	5163
9	4	4953
